Year,target,source,Population type,value
2013,Argentina,Benin,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Bulgaria,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),6.00
2013,Argentina,Belarus,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),3.00
2013,Argentina,Brazil,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Central African Rep.,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Chile,Refugees (incl. refugee-like situations),36.00
2013,Argentina,China,Refugees (incl. refugee-like situations),2.00
2013,Argentina,C̫te d'Ivoire,Refugees (incl. refugee-like situations),36.00
2013,Argentina,Cameroon,Refugees (incl. refugee-like situations),11.00
2013,Argentina,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),16.00
2013,Argentina,Congo,Refugees (incl. refugee-like situations),9.00
2013,Argentina,Colombia,Refugees (incl. refugee-like situations),526.00
2013,Argentina,Costa Rica,Refugees (incl. refugee-like situations),5.00
2013,Argentina,Cuba,Refugees (incl. refugee-like situations),345.00
2013,Argentina,Dominican Rep.,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Algeria,Refugees (incl. refugee-like situations),41.00
2013,Argentina,Ecuador,Refugees (incl. refugee-like situations),15.00
2013,Argentina,Egypt,Refugees (incl. refugee-like situations),5.00
2013,Argentina,Eritrea,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Ethiopia,Refugees (incl. refugee-like situations),3.00
2013,Argentina,Georgia,Refugees (incl. refugee-like situations),5.00
2013,Argentina,Ghana,Refugees (incl. refugee-like situations),62.00
2013,Argentina,Guinea,Refugees (incl. refugee-like situations),10.00
2013,Argentina,Gambia,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Guinea-Bissau,Refugees (incl. refugee-like situations),19.00
2013,Argentina,Guatemala,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Honduras,Refugees (incl. refugee-like situations),4.00
2013,Argentina,Croatia,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Haiti,Refugees (incl. refugee-like situations),62.00
2013,Argentina,India,Refugees (incl. refugee-like situations),32.00
2013,Argentina,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),18.00
2013,Argentina,Iraq,Refugees (incl. refugee-like situations),25.00
2013,Argentina,Italy,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Kazakhstan,Refugees (incl. refugee-like situations),22.00
2013,Argentina,Kenya,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Kyrgyzstan,Refugees (incl. refugee-like situations),3.00
2013,Argentina,Liberia,Refugees (incl. refugee-like situations),69.00
2013,Argentina,Sri Lanka,Refugees (incl. refugee-like situations),34.00
2013,Argentina,Morocco,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Mexico,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Mali,Refugees (incl. refugee-like situations),19.00
2013,Argentina,Mauritania,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Nigeria,Refugees (incl. refugee-like situations),50.00
2013,Argentina,Nicaragua,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Pakistan,Refugees (incl. refugee-like situations),43.00
2013,Argentina,Peru,Refugees (incl. refugee-like situations),582.00
2013,Argentina,Paraguay,Refugees (incl. refugee-like situations),3.00
2013,Argentina,Romania,Refugees (incl. refugee-like situations),54.00
2013,Argentina,Russian Federation,Refugees (incl. refugee-like situations),61.00
2013,Argentina,Rwanda,Refugees (incl. refugee-like situations),1.00
2013,Argentina,Sudan,Refugees (incl. refugee-like situations),3.00
2013,Argentina,Senegal,Refugees (incl. refugee-like situations),66.00
2013,Argentina,Sierra Leone,Refugees (incl. refugee-like situations),41.00
2013,Argentina,El Salvador,Refugees (incl. refugee-like situations),13.00
2013,Argentina,Somalia,Refugees (incl. refugee-like situations),5.00
2013,Argentina,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),17.00
2013,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),159.00
2013,Argentina,Chad,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Togo,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Turkmenistan,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Tunisia,Refugees (incl. refugee-like situations),2.00
2013,Argentina,Turkey,Refugees (incl. refugee-like situations),12.00
2013,Argentina,Ukraine,Refugees (incl. refugee-like situations),24.00
2013,Argentina,United States of America,Refugees (incl. refugee-like situations),4.00
2013,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1.00
2013,Argentina,Stateless,Refugees (incl. refugee-like situations),10.00
2013,Argentina,Various/Unknown,Refugees (incl. refugee-like situations),550.00
2013,Argentina,Yemen,Refugees (incl. refugee-like situations),15.00
2013,Argentina,South Africa,Refugees (incl. refugee-like situations),3.00
2013,Argentina,Zimbabwe,Refugees (incl. refugee-like situations),3.00
2013,Armenia,Azerbaijan,Refugees (incl. refugee-like situations),1607.00
2013,Armenia,C̫te d'Ivoire,Refugees (incl. refugee-like situations),6.00
2013,Armenia,Ethiopia,Refugees (incl. refugee-like situations),1.00
2013,Armenia,Georgia,Refugees (incl. refugee-like situations),8.00
2013,Armenia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),27.00
2013,Armenia,Iraq,Refugees (incl. refugee-like situations),967.00
2013,Armenia,Kazakhstan,Refugees (incl. refugee-like situations),1.00
2013,Armenia,Lebanon,Refugees (incl. refugee-like situations),17.00
2013,Armenia,Palestinian,Refugees (incl. refugee-like situations),5.00
2013,Armenia,Russian Federation,Refugees (incl. refugee-like situations),1.00
2013,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11090.00
2013,Armenia,Turkey,Refugees (incl. refugee-like situations),2.00
2013,Australia,Afghanistan,Refugees (incl. refugee-like situations),8368.00
2013,Australia,Angola,Refugees (incl. refugee-like situations),2.00
2013,Australia,Albania,Refugees (incl. refugee-like situations),66.00
2013,Australia,United Arab Emirates,Refugees (incl. refugee-like situations),4.00
2013,Australia,Argentina,Refugees (incl. refugee-like situations),1.00
2013,Australia,Armenia,Refugees (incl. refugee-like situations),4.00
2013,Australia,Azerbaijan,Refugees (incl. refugee-like situations),2.00
2013,Australia,Burundi,Refugees (incl. refugee-like situations),26.00
2013,Australia,Benin,Refugees (incl. refugee-like situations),1.00
2013,Australia,Bangladesh,Refugees (incl. refugee-like situations),343.00
2013,Australia,Bulgaria,Refugees (incl. refugee-like situations),1.00
2013,Australia,Bahrain,Refugees (incl. refugee-like situations),82.00
2013,Australia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),1.00
2013,Australia,Belarus,Refugees (incl. refugee-like situations),4.00
2013,Australia,Brazil,Refugees (incl. refugee-like situations),3.00
2013,Australia,Bhutan,Refugees (incl. refugee-like situations),2.00
2013,Australia,Botswana,Refugees (incl. refugee-like situations),1.00
2013,Australia,Chile,Refugees (incl. refugee-like situations),1.00
2013,Australia,China,Refugees (incl. refugee-like situations),2820.00
2013,Australia,C̫te d'Ivoire,Refugees (incl. refugee-like situations),6.00
2013,Australia,Cameroon,Refugees (incl. refugee-like situations),52.00
2013,Australia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),28.00
2013,Australia,Congo,Refugees (incl. refugee-like situations),16.00
2013,Australia,Colombia,Refugees (incl. refugee-like situations),124.00
2013,Australia,Cuba,Refugees (incl. refugee-like situations),3.00
2013,Australia,Czech Rep.,Refugees (incl. refugee-like situations),1.00
2013,Australia,Germany,Refugees (incl. refugee-like situations),2.00
2013,Australia,Djibouti,Refugees (incl. refugee-like situations),2.00
2013,Australia,Denmark,Refugees (incl. refugee-like situations),2.00
2013,Australia,Algeria,Refugees (incl. refugee-like situations),10.00
2013,Australia,Ecuador,Refugees (incl. refugee-like situations),3.00
2013,Australia,Egypt,Refugees (incl. refugee-like situations),1132.00
2013,Australia,Eritrea,Refugees (incl. refugee-like situations),91.00
2013,Australia,Ethiopia,Refugees (incl. refugee-like situations),191.00
2013,Australia,Fiji,Refugees (incl. refugee-like situations),324.00
2013,Australia,France,Refugees (incl. refugee-like situations),4.00
2013,Australia,United Kingdom,Refugees (incl. refugee-like situations),4.00
2013,Australia,Georgia,Refugees (incl. refugee-like situations),9.00
2013,Australia,Ghana,Refugees (incl. refugee-like situations),34.00
2013,Australia,Guinea,Refugees (incl. refugee-like situations),6.00
2013,Australia,Gambia,Refugees (incl. refugee-like situations),3.00
2013,Australia,Greece,Refugees (incl. refugee-like situations),2.00
2013,Australia,Croatia,Refugees (incl. refugee-like situations),3.00
2013,Australia,Indonesia,Refugees (incl. refugee-like situations),233.00
2013,Australia,India,Refugees (incl. refugee-like situations),265.00
2013,Australia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),4596.00
2013,Australia,Iraq,Refugees (incl. refugee-like situations),2963.00
2013,Australia,Israel,Refugees (incl. refugee-like situations),36.00
2013,Australia,Italy,Refugees (incl. refugee-like situations),2.00
2013,Australia,Jordan,Refugees (incl. refugee-like situations),90.00
2013,Australia,Japan,Refugees (incl. refugee-like situations),5.00
2013,Australia,Kazakhstan,Refugees (incl. refugee-like situations),4.00
2013,Australia,Kenya,Refugees (incl. refugee-like situations),58.00
2013,Australia,Kyrgyzstan,Refugees (incl. refugee-like situations),8.00
2013,Australia,Cambodia,Refugees (incl. refugee-like situations),23.00
2013,Australia,Rep. of Korea,Refugees (incl. refugee-like situations),42.00
2013,Australia,Kuwait,Refugees (incl. refugee-like situations),41.00
2013,Australia,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),2.00
2013,Australia,Lebanon,Refugees (incl. refugee-like situations),346.00
2013,Australia,Liberia,Refugees (incl. refugee-like situations),23.00
2013,Australia,Libya,Refugees (incl. refugee-like situations),309.00
2013,Australia,Sri Lanka,Refugees (incl. refugee-like situations),3313.00
2013,Australia,Latvia,Refugees (incl. refugee-like situations),6.00
2013,Australia,Morocco,Refugees (incl. refugee-like situations),18.00
2013,Australia,Maldives,Refugees (incl. refugee-like situations),4.00
2013,Australia,Mexico,Refugees (incl. refugee-like situations),3.00
2013,Australia,Mali,Refugees (incl. refugee-like situations),2.00
2013,Australia,Malta,Refugees (incl. refugee-like situations),1.00
2013,Australia,Myanmar,Refugees (incl. refugee-like situations),513.00
2013,Australia,Mongolia,Refugees (incl. refugee-like situations),50.00
2013,Australia,Mozambique,Refugees (incl. refugee-like situations),5.00
2013,Australia,Mauritius,Refugees (incl. refugee-like situations),1.00
2013,Australia,Malaysia,Refugees (incl. refugee-like situations),86.00
2013,Australia,Niger,Refugees (incl. refugee-like situations),2.00
2013,Australia,Nigeria,Refugees (incl. refugee-like situations),132.00
2013,Australia,Netherlands,Refugees (incl. refugee-like situations),2.00
2013,Australia,Nepal,Refugees (incl. refugee-like situations),197.00
2013,Australia,New Zealand,Refugees (incl. refugee-like situations),4.00
2013,Australia,Pakistan,Refugees (incl. refugee-like situations),2608.00
2013,Australia,Peru,Refugees (incl. refugee-like situations),2.00
2013,Australia,Philippines,Refugees (incl. refugee-like situations),30.00
2013,Australia,Papua New Guinea,Refugees (incl. refugee-like situations),219.00
2013,Australia,Poland,Refugees (incl. refugee-like situations),1.00
2013,Australia,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),30.00
2013,Australia,Palestinian,Refugees (incl. refugee-like situations),238.00
2013,Australia,Romania,Refugees (incl. refugee-like situations),12.00
2013,Australia,Russian Federation,Refugees (incl. refugee-like situations),66.00
2013,Australia,Rwanda,Refugees (incl. refugee-like situations),27.00
2013,Australia,Saudi Arabia,Refugees (incl. refugee-like situations),49.00
2013,Australia,Sudan,Refugees (incl. refugee-like situations),56.00
2013,Australia,Senegal,Refugees (incl. refugee-like situations),6.00
2013,Australia,Solomon Islands,Refugees (incl. refugee-like situations),15.00
2013,Australia,Sierra Leone,Refugees (incl. refugee-like situations),33.00
2013,Australia,El Salvador,Refugees (incl. refugee-like situations),5.00
2013,Australia,Somalia,Refugees (incl. refugee-like situations),67.00
2013,Australia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),77.00
2013,Australia,Sweden,Refugees (incl. refugee-like situations),1.00
2013,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),265.00
2013,Australia,Chad,Refugees (incl. refugee-like situations),3.00
2013,Australia,Togo,Refugees (incl. refugee-like situations),3.00
2013,Australia,Thailand,Refugees (incl. refugee-like situations),16.00
2013,Australia,Tibetan,Refugees (incl. refugee-like situations),7.00
2013,Australia,Tajikistan,Refugees (incl. refugee-like situations),1.00
2013,Australia,Turkmenistan,Refugees (incl. refugee-like situations),2.00
2013,Australia,Timor-Leste,Refugees (incl. refugee-like situations),8.00
2013,Australia,Tonga,Refugees (incl. refugee-like situations),16.00
2013,Australia,Tunisia,Refugees (incl. refugee-like situations),6.00
2013,Australia,Turkey,Refugees (incl. refugee-like situations),349.00
2013,Australia,United Rep. of Tanzania,Refugees (incl. refugee-like situations),9.00
2013,Australia,Uganda,Refugees (incl. refugee-like situations),48.00
2013,Australia,Ukraine,Refugees (incl. refugee-like situations),20.00
2013,Australia,United States of America,Refugees (incl. refugee-like situations),8.00
2013,Australia,Uzbekistan,Refugees (incl. refugee-like situations),29.00
2013,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9.00
2013,Australia,Viet Nam,Refugees (incl. refugee-like situations),90.00
2013,Australia,Vanuatu,Refugees (incl. refugee-like situations),1.00
2013,Australia,Samoa,Refugees (incl. refugee-like situations),1.00
2013,Australia,Stateless,Refugees (incl. refugee-like situations),1689.00
2013,Australia,Various/Unknown,Refugees (incl. refugee-like situations),177.00
2013,Australia,Yemen,Refugees (incl. refugee-like situations),6.00
2013,Australia,South Africa,Refugees (incl. refugee-like situations),32.00
2013,Australia,Zambia,Refugees (incl. refugee-like situations),6.00
2013,Australia,Zimbabwe,Refugees (incl. refugee-like situations),991.00
2013,Austria,Afghanistan,Refugees (incl. refugee-like situations),11906.00
2013,Austria,Angola,Refugees (incl. refugee-like situations),157.00
2013,Austria,Albania,Refugees (incl. refugee-like situations),125.00
2013,Austria,Armenia,Refugees (incl. refugee-like situations),998.00
2013,Austria,Azerbaijan,Refugees (incl. refugee-like situations),425.00
2013,Austria,Burundi,Refugees (incl. refugee-like situations),21.00
2013,Austria,Benin,Refugees (incl. refugee-like situations),5.00
2013,Austria,Burkina Faso,Refugees (incl. refugee-like situations),11.00
2013,Austria,Bangladesh,Refugees (incl. refugee-like situations),126.00
2013,Austria,Bulgaria,Refugees (incl. refugee-like situations),5.00
2013,Austria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),210.00
2013,Austria,Belarus,Refugees (incl. refugee-like situations),111.00
2013,Austria,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),10.00
2013,Austria,Brazil,Refugees (incl. refugee-like situations),1.00
2013,Austria,Bhutan,Refugees (incl. refugee-like situations),2.00
2013,Austria,Canada,Refugees (incl. refugee-like situations),1.00
2013,Austria,China,Refugees (incl. refugee-like situations),388.00
2013,Austria,C̫te d'Ivoire,Refugees (incl. refugee-like situations),60.00
2013,Austria,Cameroon,Refugees (incl. refugee-like situations),235.00
2013,Austria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),448.00
2013,Austria,Congo,Refugees (incl. refugee-like situations),122.00
2013,Austria,Colombia,Refugees (incl. refugee-like situations),19.00
2013,Austria,Cuba,Refugees (incl. refugee-like situations),24.00
2013,Austria,Czech Rep.,Refugees (incl. refugee-like situations),1.00
2013,Austria,Algeria,Refugees (incl. refugee-like situations),51.00
2013,Austria,Egypt,Refugees (incl. refugee-like situations),96.00
2013,Austria,Eritrea,Refugees (incl. refugee-like situations),101.00
2013,Austria,Estonia,Refugees (incl. refugee-like situations),3.00
2013,Austria,Ethiopia,Refugees (incl. refugee-like situations),136.00
2013,Austria,Georgia,Refugees (incl. refugee-like situations),788.00
2013,Austria,Ghana,Refugees (incl. refugee-like situations),39.00
2013,Austria,Guinea,Refugees (incl. refugee-like situations),86.00
2013,Austria,Gambia,Refugees (incl. refugee-like situations),101.00
2013,Austria,Guinea-Bissau,Refugees (incl. refugee-like situations),4.00
2013,Austria,Equatorial Guinea,Refugees (incl. refugee-like situations),1.00
2013,Austria,Guatemala,Refugees (incl. refugee-like situations),6.00
2013,Austria,Croatia,Refugees (incl. refugee-like situations),9.00
2013,Austria,India,Refugees (incl. refugee-like situations),53.00
2013,Austria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),3188.00
2013,Austria,Iraq,Refugees (incl. refugee-like situations),2966.00
2013,Austria,Israel,Refugees (incl. refugee-like situations),2.00
2013,Austria,Jordan,Refugees (incl. refugee-like situations),13.00
2013,Austria,Kazakhstan,Refugees (incl. refugee-like situations),49.00
2013,Austria,Kenya,Refugees (incl. refugee-like situations),27.00
2013,Austria,Kyrgyzstan,Refugees (incl. refugee-like situations),272.00
2013,Austria,Cambodia,Refugees (incl. refugee-like situations),1.00
2013,Austria,Rep. of Korea,Refugees (incl. refugee-like situations),2.00
2013,Austria,Kuwait,Refugees (incl. refugee-like situations),2.00
2013,Austria,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),1.00
2013,Austria,Lebanon,Refugees (incl. refugee-like situations),50.00
2013,Austria,Liberia,Refugees (incl. refugee-like situations),26.00
2013,Austria,Libya,Refugees (incl. refugee-like situations),6.00
2013,Austria,Sri Lanka,Refugees (incl. refugee-like situations),32.00
2013,Austria,Latvia,Refugees (incl. refugee-like situations),2.00
2013,Austria,Morocco,Refugees (incl. refugee-like situations),15.00
2013,Austria,Rep. of Moldova,Refugees (incl. refugee-like situations),147.00
2013,Austria,Madagascar,Refugees (incl. refugee-like situations),5.00
2013,Austria,Mexico,Refugees (incl. refugee-like situations),1.00
2013,Austria,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),161.00
2013,Austria,Mali,Refugees (incl. refugee-like situations),11.00
2013,Austria,Myanmar,Refugees (incl. refugee-like situations),26.00
2013,Austria,Montenegro,Refugees (incl. refugee-like situations),13.00
2013,Austria,Mongolia,Refugees (incl. refugee-like situations),183.00
2013,Austria,Mauritania,Refugees (incl. refugee-like situations),7.00
2013,Austria,Mauritius,Refugees (incl. refugee-like situations),2.00
2013,Austria,Niger,Refugees (incl. refugee-like situations),1.00
2013,Austria,Nigeria,Refugees (incl. refugee-like situations),346.00
2013,Austria,Nepal,Refugees (incl. refugee-like situations),41.00
2013,Austria,Pakistan,Refugees (incl. refugee-like situations),131.00
2013,Austria,Peru,Refugees (incl. refugee-like situations),2.00
2013,Austria,Philippines,Refugees (incl. refugee-like situations),9.00
2013,Austria,Romania,Refugees (incl. refugee-like situations),36.00
2013,Austria,Russian Federation,Refugees (incl. refugee-like situations),19577.00
2013,Austria,Rwanda,Refugees (incl. refugee-like situations),28.00
2013,Austria,Sudan,Refugees (incl. refugee-like situations),265.00
2013,Austria,Senegal,Refugees (incl. refugee-like situations),7.00
2013,Austria,Sierra Leone,Refugees (incl. refugee-like situations),32.00
2013,Austria,Somalia,Refugees (incl. refugee-like situations),2278.00
2013,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),3075.00
2013,Austria,South Sudan,Refugees (incl. refugee-like situations),3.00
2013,Austria,Slovakia,Refugees (incl. refugee-like situations),2.00
2013,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2748.00
2013,Austria,Chad,Refugees (incl. refugee-like situations),1.00
2013,Austria,Togo,Refugees (incl. refugee-like situations),26.00
2013,Austria,Tajikistan,Refugees (incl. refugee-like situations),70.00
2013,Austria,Turkmenistan,Refugees (incl. refugee-like situations),8.00
2013,Austria,Tunisia,Refugees (incl. refugee-like situations),8.00
2013,Austria,Turkey,Refugees (incl. refugee-like situations),1276.00
2013,Austria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),2.00
2013,Austria,Uganda,Refugees (incl. refugee-like situations),18.00
2013,Austria,Ukraine,Refugees (incl. refugee-like situations),311.00
2013,Austria,United States of America,Refugees (incl. refugee-like situations),1.00
2013,Austria,Uzbekistan,Refugees (incl. refugee-like situations),142.00
2013,Austria,Viet Nam,Refugees (incl. refugee-like situations),38.00
2013,Austria,Stateless,Refugees (incl. refugee-like situations),658.00
2013,Austria,Various/Unknown,Refugees (incl. refugee-like situations),321.00
2013,Austria,Yemen,Refugees (incl. refugee-like situations),14.00
2013,Austria,South Africa,Refugees (incl. refugee-like situations),5.00
2013,Austria,Zimbabwe,Refugees (incl. refugee-like situations),23.00
2013,Azerbaijan,Afghanistan,Refugees (incl. refugee-like situations),603.00
2013,Azerbaijan,United Arab Emirates,Refugees (incl. refugee-like situations),1.00
2013,Azerbaijan,Armenia,Refugees (incl. refugee-like situations),5.00
2013,Azerbaijan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1.00
2013,Azerbaijan,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),77.00
2013,Azerbaijan,Iraq,Refugees (incl. refugee-like situations),9.00
2013,Azerbaijan,Cambodia,Refugees (incl. refugee-like situations),1.00
2013,Azerbaijan,Pakistan,Refugees (incl. refugee-like situations),9.00
2013,Azerbaijan,Palestinian,Refugees (incl. refugee-like situations),8.00
2013,Azerbaijan,Russian Federation,Refugees (incl. refugee-like situations),657.00
2013,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9.00
2013,Burundi,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),45124.00
2013,Burundi,Mali,Refugees (incl. refugee-like situations),1.00
2013,Burundi,Rwanda,Refugees (incl. refugee-like situations),346.00
2013,Burundi,Sudan,Refugees (incl. refugee-like situations),1.00
2013,Burundi,Somalia,Refugees (incl. refugee-like situations),17.00
2013,Burundi,Zambia,Refugees (incl. refugee-like situations),1.00
2013,Belgium,Afghanistan,Refugees (incl. refugee-like situations),4328.00
2013,Belgium,Angola,Refugees (incl. refugee-like situations),67.00
2013,Belgium,Albania,Refugees (incl. refugee-like situations),398.00
2013,Belgium,Argentina,Refugees (incl. refugee-like situations),3.00
2013,Belgium,Armenia,Refugees (incl. refugee-like situations),129.00
2013,Belgium,Austria,Refugees (incl. refugee-like situations),1.00
2013,Belgium,Azerbaijan,Refugees (incl. refugee-like situations),36.00
2013,Belgium,Burundi,Refugees (incl. refugee-like situations),309.00
2013,Belgium,Benin,Refugees (incl. refugee-like situations),22.00
2013,Belgium,Burkina Faso,Refugees (incl. refugee-like situations),52.00
2013,Belgium,Bangladesh,Refugees (incl. refugee-like situations),12.00
2013,Belgium,Bulgaria,Refugees (incl. refugee-like situations),16.00
2013,Belgium,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),41.00
2013,Belgium,Belarus,Refugees (incl. refugee-like situations),43.00
2013,Belgium,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),2.00
2013,Belgium,Bhutan,Refugees (incl. refugee-like situations),2.00
2013,Belgium,Central African Rep.,Refugees (incl. refugee-like situations),10.00
2013,Belgium,Switzerland,Refugees (incl. refugee-like situations),1.00
2013,Belgium,Chile,Refugees (incl. refugee-like situations),20.00
2013,Belgium,China,Refugees (incl. refugee-like situations),958.00
2013,Belgium,C̫te d'Ivoire,Refugees (incl. refugee-like situations),190.00
2013,Belgium,Cameroon,Refugees (incl. refugee-like situations),354.00
2013,Belgium,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),916.00
2013,Belgium,Congo,Refugees (incl. refugee-like situations),27.00
2013,Belgium,Colombia,Refugees (incl. refugee-like situations),28.00
2013,Belgium,Cuba,Refugees (incl. refugee-like situations),2.00
2013,Belgium,Czech Rep.,Refugees (incl. refugee-like situations),2.00
2013,Belgium,Germany,Refugees (incl. refugee-like situations),1.00
2013,Belgium,Djibouti,Refugees (incl. refugee-like situations),113.00
2013,Belgium,Denmark,Refugees (incl. refugee-like situations),1.00
2013,Belgium,Algeria,Refugees (incl. refugee-like situations),28.00
2013,Belgium,Egypt,Refugees (incl. refugee-like situations),19.00
2013,Belgium,Eritrea,Refugees (incl. refugee-like situations),105.00
